1108939,3647358,-29.0226557458733
1108939,3899060,-29.42822403836624
1108939,7919347,-29.4457131987
1108939,699259,-29.483969543265452
1108939,8661642,-29.562945718819975
1108939,4390191,-29.615642860658816
1108939,242056,-29.627553059924516
1108939,2068541,-29.696511521625325
1108939,3150726,-29.69658034080294
1108939,631424,-29.697130837398284
1108939,6707713,-29.733051210780275
1108939,8596285,-29.745095218789253
1108939,5807716,-29.78335084376382
1108939,6681205,-29.81042511962736
1108939,5553584,-29.850180423000815
1108939,3130232,-29.850283667753978
1108939,4049530,-29.850971875320397
1108939,6564869,-29.879211564361324
1108939,3745976,-29.968926938203
1108939,4172981,-29.968926938203
1108939,371765,-29.983711815625334
1108939,6179026,-29.983746230937854
1108939,1842680,-29.983883888240022
1108939,2011059,-29.983952714522488
1108939,2251472,-29.98415918389628
1108939,5553585,-30.031916859068737
1108939,1851519,-30.10156368151196
1108939,1889170,-30.101666923896403
1108939,8596284,-30.101907808977145
1108939,753531,-30.102286303601304
1108939,8172843,-30.1191691819432
1108939,3865302,-30.119891903509604
1108939,610121,-30.119926314479827
1108939,7844766,-30.120270402474972
1108939,7844765,-30.12030480910398
1108939,3009955,-30.120408026623444
1108939,917895,-30.12044243167411
1108939,2115313,-30.12044243167411
1108939,414222,-30.138206630812874
1108939,6204916,-30.138275453148022
1108939,8256786,-30.139032394649632
1108939,6969425,-30.23495741209676
1108939,2875828,-30.235645659134587
1108939,5668417,-30.235714475154957
1108939,4772094,-30.235748882573198
1108939,3097883,-30.254957141936607
1108939,698106,-30.255301356267776
1108939,1979870,-30.255370194394924
1108939,7152561,-30.255404612866172
1108939,7777453,-30.255611115401642
1108939,157178,-30.255748775862145
1108939,5836378,-30.25619612873836
1108939,8596286,-30.256540200948024
1108939,6980266,-30.319323541097027
1108939,1406041,-30.320046387048283
1108939,6726181,-30.320218467559066
1108939,6164673,-30.320356124861235
1108939,5748454,-30.3204249511437
1108939,3357548,-30.320459363692812
1108939,6758075,-30.320493775847186
1108939,6290174,-30.320562598971755
1108939,3647366,-30.320562598971755
1108939,4421943,-30.320597009941977
1108939,2556061,-30.320803467474892
1108939,2556062,-30.3210787220856
1108939,2834919,-30.38817870789167
1108939,5579740,-30.388281987003474
1108939,2834911,-30.388454110955717
1108939,8363174,-30.388522957771556
1108939,4016944,-30.389039258535234
1108939,8596289,-30.389039258535234
1108939,3899055,-30.38910809192402
1108939,1597334,-30.38910809192402
1108939,3529237,-30.38914250802617
1108939,3904622,-30.38934899634819
1108939,8550205,-30.3893834096868
1108939,3899061,-30.38945223517976
1108939,3168054,-30.38955547045871
1108939,5101048,-30.389933969424078
1108939,8596282,-30.437588493405812
1108939,6521246,-30.437588493405812
1108939,834481,-30.438139160517622
1108939,2918202,-30.438207986800087
1108939,3184954,-30.438311223263213
1108939,3124564,-30.438345634628142
1108939,3184955,-30.438414456173874
1108939,3607301,-30.438483276140843
1108939,5163856,-30.542329387718926
1108939,6238857,-30.542467092411236
1108939,6920553,-30.542570366782563
1108939,3097877,-30.542639214388387
1108939,6969422,-30.54329318785343
1108939,6170678,-30.543327603560755
1108939,6707716,-30.543362018873275
1108939,6170677,-30.543396433790992
1108939,7491705,-30.543396433790992
1108939,1690948,-30.543396433790996
1108939,4847697,-30.543430848313925
1108939,8804355,-30.543534089514054
1108939,631428,-30.54387820119014
1112389,7651152,-40.127917778510835
1112389,7120135,-40.2243015091822
1112389,452836,-40.53173090421667
1112389,452838,-40.53173090421667
1112389,452842,-40.53173090421667
1112389,452837,-40.53173090421667
1112389,452841,-40.53173090421667
1112389,8138765,-40.67281736426441
1112389,6064417,-40.820193164489666
1112389,5892677,-40.896052719760306
1112389,4931198,-41.00182632816356
1112389,4790816,-41.002055805700635
1112389,2472193,-41.0021016996283
1112389,2086171,-41.0021475930294
1112389,2107820,-41.07182880235426
1112389,4284834,-41.108471748497095
1112389,7817890,-41.120022413908366
1112389,6064420,-41.18474449917295
1112389,6064419,-41.18474449917295
1112389,6064418,-41.18474449917295
1112389,8138768,-41.22441907966967
1112389,6780773,-41.22478628796884
1112389,6064416,-41.22639242803436
1112389,7651158,-41.226575945841354
1112389,4284840,-41.34339541906513
1112389,1394174,-41.34394605459117
1112389,6199112,-41.34472599185457
1112389,3570708,-41.35932732963096
